user_id,transaction_count,avg_transaction_amount,max_transaction_amount,fraud_label,night_tx_count,unique_payment_methods,unique_devices,unique_ips,return_count,avg_return_time,avg_return_amount,wardrobing_count,session_count,avg_session_length,avg_pages_visited,day_offset_std,return_ratio,burst_flag,night_activity_flag,high_value_flag
1,0.8024747832914527,-0.26733659592479553,-0.2143958500735807,1,-0.22340720379518555,0.5020581889085678,0.6911504508833233,0.842502176754155,-0.5099287233200352,-0.625727489451169,1.2959997063072561,-0.4296271187467522,0.2897181869437545,0.07193465886213722,0.6688568725549091,-0.16106540418069723,-0.6090737068886544,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
2,-0.7451551559134926,-0.03214208702903611,-0.2143958500735807,0,-0.22340720379518555,-1.9252980830103783,-0.6975732982229409,-0.6393269400696477,-1.2748218083000882,-1.44734138677544,-1.4447966534401873,-0.4296271187467522,-0.579436373887509,0.11785867489478319,0.5066548103938774,-1.240574291287479,-1.2854146449976012,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
3,0.63051590115757,-0.37764464795214336,-0.2143958500735807,0,-0.22340720379518555,0.5020581889085678,0.6911504508833233,0.6778544971070658,-0.5099287233200352,-0.625727489451169,-0.7283436992285237,-0.4296271187467522,-1.3037318412468952,-0.3292204219526526,-0.023764237437410497,-0.7419237091724045,-0.5907942225689393,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
4,-0.05731962737796135,-0.20725907862842255,-0.2143958500735807,0,-0.22340720379518555,0.5020581889085678,-0.0032114236698087685,0.019263778518708995,1.0198574466400703,0.15676193657194631,0.9277987892896581,-0.4296271187467522,0.579436373887509,0.06634602199043935,-0.053625244382371436,0.18594618583457473,1.0510358591536788,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
5,-1.261031802315141,-0.34616613327460366,-0.2143958500735807,1,-0.22340720379518555,0.5020581889085678,-1.21834470413779,-1.1332699790109153,-0.5099287233200352,0.07851299396963483,0.5632458399362172,-0.4296271187467522,0.579436373887509,0.8264006365413287,-0.12511729020680207,0.48884697884617806,-0.2969163628444231,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
6,-1.261031802315141,-0.2222539161404824,-0.2143958500735807,0,-0.22340720379518555,-1.9252980830103783,-1.21834470413779,-1.1332699790109153,1.0198574466400703,1.095749247799685,1.3089777402187586,-0.4296271187467522,1.0140136543031408,-0.004835563428026163,0.7737070490727237,-0.7192610041402757,1.6800802014619327,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
7,-1.261031802315141,-0.21667122337782768,-0.2143958500735807,1,-0.22340720379518555,0.5020581889085678,-1.21834470413779,-1.1332699790109153,-0.5099287233200352,0.19588640787310216,0.2067992273845393,-0.4296271187467522,-0.7242954673593863,-0.3069749210389681,0.030377909461335156,1.5446616126864496,-0.2969163628444231,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
8,-0.22927850951184417,-0.2545852739405142,-0.2143958500735807,1,-0.22340720379518555,0.5020581889085678,-0.1768018923080918,-0.1453839011283802,0.25496436166001757,0.19588640787310216,0.3693207148538687,1.6919882824717771,-0.14485909347187725,0.05653739401154176,0.2923451916608578,0.6439726682629079,0.3208950750852772,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
9,1.1463925475592183,-0.22025225807517562,-0.2143958500735807,0,-0.22340720379518555,0.5020581889085678,1.2119218567981724,1.1717975360483335,-0.5099287233200352,0.7827534773904387,-0.6666858472957747,-0.4296271187467522,0.8691545608312635,0.5138361600742354,0.4733094326539492,0.9764504885682266,-0.6428907529486757,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
10,-0.05731962737796135,-0.2033507819684975,-0.2143958500735807,0,-0.22340720379518555,-1.9252980830103783,-0.0032114236698087685,0.019263778518708995,2.549643616600176,0.31325982177656947,-0.33316361155352997,3.8136036836903062,0.0,0.05986320321927041,-0.14334776189203227,1.6463493973659054,2.608669528587865,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
11,-2.292785095118438,-0.05537706504260838,-0.27759045413481753,1,-0.22340720379518555,0.5020581889085678,-2.259887515967488,-2.1211560568934504,-1.2748218083000882,-1.44734138677544,-1.4447966534401873,-0.4296271187467522,0.7242954673593863,0.17344462676806469,0.8024920043651914,0.7874457426444169,-1.2854146449976012,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
12,-0.05731962737796135,-0.19748161819986143,-0.2143958500735807,1,-0.22340720379518555,-1.9252980830103783,-0.0032114236698087685,0.019263778518708995,-0.5099287233200352,-0.03886041993383247,0.7961259653584064,-0.4296271187467522,0.14485909347187725,0.453605682864552,0.18555770304495367,-1.0061756461303284,-0.5065978102805079,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
13,-1.261031802315141,-0.38958786525714706,-0.2196900599968063,0,-0.22340720379518555,0.5020581889085678,-1.21834470413779,-1.1332699790109153,-1.2748218083000882,-1.44734138677544,-1.4447966534401873,-0.4296271187467522,0.579436373887509,0.4351960555224883,0.3038349847397842,-0.6006793326490508,-1.2854146449976012,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
14,-0.7451551559134926,-0.2827664917312603,-0.2143958500735807,1,-0.22340720379518555,0.5020581889085678,-0.6975732982229409,-0.6393269400696477,0.25496436166001757,0.31325982177656947,0.35988151144534164,-0.4296271187467522,0.43457728041563176,0.09186394883856906,-0.10437785238509281,0.8466750499266144,0.48706504039833465,-0.17736830385959002,-0.2294157338705618,-0.2294157338705618
